id_review,timestamp,raw_text,clean_text,rating,emotion,intensity,source,product_id,category,marca,modelo
SHOP_0673,28 ene 2026,"Llegó bien empaquetado, perfecta para las tareas, muy buen material.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0674,16 ene 2026,Excelente producto entre calidad y precio.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0675,15 ene 2026,"Excelente opción de laptop personal. Al principio (en lo que la configuras) tardó en reaccionar como debía, pero una vez bien instalados todos mis archivos y programas, ha funcionado de maravilla.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0676,13 dic 2025,"Llegó sellado, bien protegido y hasta ahora todo bien, aún está cargando la configuración no puedo emitir una recomendación precisa! sin embargo todo indica que vamos bien!.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0677,09 dic 2025,Nueva de caja excelente y rápida.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0678,07 dic 2025,"Para tareas y uso escolar es muy buena.
La volvería a comprar.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0679,04 mar 2026,Muy linda la uso para escribir.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0680,25 feb 2026,Padrísima!! excelente y funcional! la recomiendo.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0681,22 feb 2026,Exelente producto.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0682,12 feb 2026,Es buena computadora.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0683,11 feb 2026,Exelente salvo que en el teclado no incluye la letra ñ todo lo demás está muy bien.,PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0684,09 feb 2026,"El empaquetado es bueno, lo protege bien, la caja y el producto llegó en muy buen estado, es totalmente nueva! la calidad es buena.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0685,08 feb 2026,Exelente calidad de lapto. Rápida y muy bonita. Lo recomiendo al 💯. Básica para tareas e investigación. Exelente marca leno o.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0686,02 feb 2026,"Vino muy protegida y la entrega fue en menos de 24 horas!!! la computadora es liviana, lo cual hace que sea fácil de transportar.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0687,29 ene 2026,"Todo súper bien y con microsoft office cargado, eso estás del 1.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0688,27 ene 2026,Funciona bien esta ligera y bien enpaquetada.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0689,24 ene 2026,"Hice un cambio de una chromebook a esta, y la verdad es una maravilla corre súper bien y para la uni perfecta, me llegó en muy buen estado.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0690,22 ene 2026,Me gustó me encantó está muy bonita sólo que está en inglés apenas me llegó.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0691,20 ene 2026,"Que si andan buscando un producto como ese, se los recomiendo, es muy buen producto. Entre calidad y costo vale la pena, es muy versátil.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0692,17 ene 2026,Me parece un buen producto. Para tareas escolares está perfecto.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0693,17 ene 2026,Esta muy bien la laptop yo la pedí para las tareas de mi hija es delgada tan cual la imagen por el precio esta muy bien la recomiendo 👌🏼.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0694,14 ene 2026,Tengo un año con ella y todo muy bien.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0695,12 ene 2026,"La verdad llevo 1 año con ella y me ha salido muy bien, aunque cuente con muy poco espacio es ideal para trabajos, no es una pc gamer por lo que para lo demás esta al 100.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0696,08 ene 2026,"Excelente producto, solo a veces un poco lenta pero hace su función.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0697,06 ene 2026,"Excelente relación calidad-precio, te dan lo que prometen, solo es para tareas básicas pero para la escuela o la elaboración de oficios, así como la navegación por la web lo hace muy bien.",PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0698,02 ene 2026,"Buena compra si solo la ocupas para oficces, es pequeña y compacta.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0699,22 dic 2025,Es tal cual marca la descripción en mi play store yecto es fácil de usar de manejar es bastante rápida pero el menú venía completamente en inglés.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0700,22 dic 2025,Muy buen producto.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0701,21 dic 2025,"Todo bien hasta el momento, solo la siento muy frágil y el mousse muy grande y sin botón. Voy a comprar uno inalambrico.
Me gustó un año gratis de office, parece una tablet. La uso principalmente para trabajos y tareas. Me agrada que tenga bluetooth. El precio fue muy accesible.
La sigo explorando.",PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0702,19 dic 2025,Muy bonita estéticamente en fotos se ve pequeña pero es de buen tamaño 10/10.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0703,17 dic 2025,Buena precio calidad aunque a veces es poco lenta.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0704,16 dic 2025,Para el precio es algo muy útil y muy barato.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0705,14 dic 2025,"Funciona bien para hacer tareas, si eres hasta estudiante de preparatoria, a veces se traba o se alenta pero porque su almacenamiento es poco de la ram. Pero puedes cambiar su almacenamiento a mas.",PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0706,13 dic 2025,"Es una laptop hermosa, súper ligera, si la recomiendo ampliamente cuenta con lo básico, yo creo que para un estudiante o oficina.
Un diseño único y moderno.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0707,04 dic 2025,"Es una excelente laptop, ligera, rápida, tiene un excelente diseño muy elegante muy práctica. Supero mis espectativas.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0708,03 dic 2025,"Es muy funcional y de buen tamaño, recomiendo para estudiantes , así mismo, la capacidad es óptima, también execelente en memoria ram.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0709,01 dic 2025,Excelente lap funciona muy bien y estaa muy practica.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0710,26 nov 2025,El producto es estético compacto libiano y con regalo que más por el precio lo explotaremos al maximo.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0711,23 nov 2025,Excelente producto práctica fácil de llevar ligera muy buen funcionamiento.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0712,12 nov 2025,Es muy funcional apesar que viene con sistema americano con solo pasarlo al español se remedia o usarla con un teclado externo.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0713,10 nov 2025,Precio calidad.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0714,10 nov 2025,"Nos llegó de otro color, la compré para mi esposa para la universidad, para no perder tiempo nos quedamos con ella porque igual nos gustó el color y hasta ahora ah funcionado perfecto.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0715,06 nov 2025,"Muy eficiente, me sirve para los trabajos de mi hija hasta ahorita me funciona muy bien y a buen precio!.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0716,15 mar 2026,"Fácil de llevar a todos lados, es rápida y para el precio está bien.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0717,14 mar 2026,El equipo es bueno de manera general se comporta bien en cuestión de rendimiento pero solo para tareas o actividades sencillas.,PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0718,13 mar 2026,R.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0719,13 mar 2026,"Muy buena laptop, para los que somos principiantes en la computación. 👍🏻💻.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0720,11 mar 2026,"Para trabajos sencillos funciona súper bien, calidad y precio.
Al principio tarda mucho para cargar pero después de eso, no tengo problema alguno.
Trae paquetería office y se puede configurar en español.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0721,08 mar 2026,Excelente para uso escolar.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0722,08 mar 2026,Me encanta es muy productiva aunque esta un poco pequeña.,PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0723,08 mar 2026,100 %recomendada.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0724,06 mar 2026,"Por el precio es una buena opción, para hacer trabajos en word o en ese tipo de cuestiones es muy recomendable.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0725,06 mar 2026,Muy buen calidad excelente.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0726,06 mar 2026,Excelente. Me gustó el color esta con buena velocidad. Material resistente las lenovo han salido muy buenas. Y el precio cumple las expectativas.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0727,06 mar 2026,Muy buena cumple con lo indicado.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0728,04 mar 2026,Bastante bien.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0729,04 mar 2026,Recomiendo al 💯.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0730,01 mar 2026,"Llego en menos de dos días, llevo casi dos años con ella y funciona muy bien ,llega con su cargador y en caja protegido.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0731,01 mar 2026,Excelente equipo ideal para realizar actividades escolares.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0732,26 feb 2026,Completamente nueva 😁.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0733,16 feb 2026,Excelente producto funcional para empresas y ll basico muy eficiente y recomendado la verdad.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0734,16 feb 2026,10/10.,PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0735,11 feb 2026,"Es muy ligera cumple muy bien su función, y la verdad lo necesitaba para la escuela!.
Es de un gris clarito, me gusta porque no llama tanto la atención y tiene funcionalidades muy eficientes.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0736,11 feb 2026,Muy buena calidad y buenos materiales excelentes le quedo muy bien.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0737,11 feb 2026,"Llego muy bien empaquetada, funcionalidad perfecta muy rapida y util para hacer tareas, proyectos, exposiciones.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0738,08 feb 2026,"Llegó en perfectas condiciones ,me encantó, es para los estudios de mi hija y ella esta feliz.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0739,07 feb 2026,"Me agradó la mini pc muy compacta para llevar a cualquier lado, eficiente para precio calidad.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0740,06 feb 2026,"Llegó en excelentes condiciones, tiene muy buena calidad.",PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0741,04 feb 2026,Me encanto!.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0742,27 ene 2026,Excelente producto super rápido a un bajo precio.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0743,26 ene 2026,"Espectacular la laptop, buen rendimiento, excelente para trabajar con la universidad.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0744,26 ene 2026,Esta ligera muy práctica y mui recomendable.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0745,23 ene 2026,"Muy bonito diseño, el tamaño esta perfecto útil para tareas diarias por su tamaño puedes llevar donde quieras.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0746,21 ene 2026,Excelente calidad la compré para mi hija y le ha salido excelente.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0747,19 ene 2026,Sale super bien aunque algo complicado por la configuración.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0748,17 ene 2026,Me gusto.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0749,17 ene 2026,"Ya casi dos años y funciona bien, a veces se alenta pero con una limpieza es suficiente para que siga funcionando bien.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0750,16 ene 2026,Me gustó mucho es chiquita pero está bien es muy práctica.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0751,15 ene 2026,"Muy buena, de calidad, si ocupará otra la volvería a encargar.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0752,15 ene 2026,"Excelente, gracias por mi año gratis de office.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0753,14 ene 2026,"Exelente producto, muy ligera y eficiente.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0754,14 ene 2026,Funciona correctamente y tiene buena estetica.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0755,13 ene 2026,Excelente 👍.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0756,11 ene 2026,Todo funciona.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0757,11 ene 2026,"Tengo poco más del año con ella y la verdad a salido muy bien, es sencilla pero de buena calidad.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_003,,Lenovo,Lenovo Slim 3
SHOP_0758,13 jun 2025,"En general el producto lo adquirí a un buen precio. La calidad de la computadora se siente de muy buena calidad buenos materiales y además la velocidad es buena a pesar de tener un procesador ryzen de entrada. Soporta buena resolución de video buena resolución en pantalla buena velocidad de wi-fi y en calidad de juegos algunos los he podido hacer funcionar sin problema, juegos no muy exigentes obviamente. Es una laptop ideal para estudiantes de universidad y entretenimiento en general. No la recomiendo en juegos de alta exigencia, pero en juegos básicos o un poco demandantes si pueden funcionar. Recomiendo el producto completamente.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0759,07 nov 2025,"El producto lo agarre a muy buen precio gracias a un porcentaje de descuento que encontré en el momento me salió en $6,000 cuando el precio real es de $9,000.
El producto llegó bien sin problemas sin detalles sin daños.
Funciona bien lo ocupo para lo trabajo y se desempeña bien para trabajos tareas programas etc etc.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0760,17 jun 2025,Hasta el momento me está funcionando muy bien la batería le dura mucho.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0761,18 jul 2025,"Tenía dudas al comprarlo, pero creo que fue la mejor opción, siempre quise una laptop así, es ideal para trabajo y escuela, todo perfecto y nuevo.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0762,29 sept 2025,"Silenciosa, no se pone lenta, no se calienta demasiado. Si buscas una computadora para trabajo de oficina ligero, es perfecta.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0763,28 jul 2025,"Hasta el momento todo bien. Es bonita. Tapa de plástico. Lo único malo es que trae la memoria ram soldada y no se puede expandir, de ahí en fuera todo ok.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0764,03 jun 2025,"Muy buena laptop, por el precio creo que es excelente compra.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0765,26 nov 2025,Realmente salió un muy buen equipo ya tiene al rededor de 3 meses que lo adquirí y aún no he tenido ningún problema.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0766,04 sept 2025,"Muy buena lapton a un buen precio la conseguí en $7,000 y para lo que ofrece me parece bastante buena, solo la imagen en la pantalla no me convence del todo.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0767,07 nov 2025,"Excelente laptop muy buen rendimiento y tamaño de pantalla, lo mejor due el descuento.",PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0768,15 nov 2025,"Es una maravilla calidad precio, solo ten en cuenta que no tiene office.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0769,06 nov 2025,Excelente c producto.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0770,14 ago 2025,"Muy buena laptop económica. Procesador y memoria bien, la pantalla también muy bien, reproduce videos en hd sin problema. Lo único que le falta es que las bocinas no suenan muy alto que digamos. La batería tampoco es impresionante pero es suficiente para mi uso regular. Teclado, diseño, responsividad del mousepad, todo exelente. Es ligera, y el material es bueno.",PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0771,13 ago 2025,"Hasta ahorita, todo bien, no me gustó que al inicio esta configurada como si fuese de españa, creo que viene de fábrica de haya, si se puede cambiar el odioma y el. País en el que se utilizará, la batería si dura, se consume mas rápido si se esta viendo videos, fuera de eso muy bien, las bocinas normales, para ser personal.",PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0772,25 jul 2025,Excelente precio para la calidad 😉.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0773,11 jul 2025,Exelente.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0774,11 jul 2025,"Equipo nuevo.
Práctico y funcional.
Superó mis expectativas de momento.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0775,25 ago 2025,"Tengo pocos días, solo la encendí para ver qué funcionara, básicamente no la he usado, ojalá que no haya problemas después.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0776,27 dic 2025,Espectacular laptop. Muy bonita y excelente para trabajar. Es muy fluida por el buen procesador que tiene. Tengan en cuenta que es una laptop que te va ayudar demasiado en las tareas sencillas. Recomendada.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0777,07 dic 2025,"Excelente producto, recomendado.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0778,21 feb 2026,"Por el precio ($6,500) no podría pedirle más a esta laptop, me salió a ese precio por una promoción que tenía vigente y me pareció una buena inversión, porque no tenía tanto presupuesto, algo en lo que quiero hacer énfasis, es que si tiene 8 gb de ram, pero como tiene gráficos integrados, el sistema ocupa 2 gb, y al final solamente quedan 6 gb para poder utilizar en el sistema, lo que aveces puede provocar que se sienta lenta, pero fuera de eso cumple excelente, me llegó en buen estado, bien protegida, sin fallas, y el procesador y disco sólido todo bien.",PENDIENTE_PROCESAR,Calificación 4 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0779,30 ene 2026,"Ya llevo un rato usando el equipo y ha cumplido con mis expectativas, ademas de manejar una excelente calidad precio, no me ha dado problemas y me ha ayudado con mis estudios de manera óptima. Lo recomiendo totalmente.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0780,03 ene 2026,"Hasta el momento la lap se siente muy veloz y enciende rápido, el color le gustó mucho a mi hermana, me parece excelente relación calidad-precio.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0781,29 dic 2025,"Rápida, ligera, cuenta con el teclado completo con números a la derecha, me gustó mucho para trabajo de paquetería office.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0782,19 dic 2025,"Venía muy bien empaquetada, lleva un mes de uso y ha salido muy buena, buen rendimiento de pila, no se calienta, visualmente es muy bonita y la compré en oferta así que eso fue un plus, definitivamente la recomiendo.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0783,09 dic 2025,"Excelente equipo, funciona al 100%.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0784,25 nov 2025,"Me encantó el color, tengo pocos días con ella y ha funcionado muy bien ☺️.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0785,13 nov 2025,"Muy buena computadora, adecuada respecto al precio.",PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
SHOP_0786,04 mar 2026,Llevo en perfectas condiciones!.,PENDIENTE_PROCESAR,Calificación 5 de 5,,,Mercado Libre,ML_PROD_004,,Lenovo,Lenovo IdeaPad
